SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,LatLng
WP94,3100 VIA DOLCE,Single-Space,TOD,$0.50 - $1.50,2HR,"(33.980564, -118.462924)"
WF596,600 LA JOLLA AVE,Single-Space,FLAT,$1.50,2HR,"(34.064253, -118.368106)"
SS350,1501 BARRY AVE,Single-Space,FLAT,$1.50,2HR,"(34.043696, -118.454639)"
SVV396,700 HELIOTROPE DR,Single-Space,FLAT,$1.50,4HR,"(34.084855, -118.294866)"
CB3640,601 OLIVE ST,Single-Space,TOD,$1.50 - $4.00,2HR,"(34.047527, -118.254786)"
VW1480A,3200 4TH ST,Single-Space,FLAT,$1.50,2HR,"(34.066868, -118.290384)"
HO15,1600 MCCADDEN PL,Single-Space,TOD,$1.00 - $5.00,4HR,"(34.100927, -118.336927)"
LC24,8401 WARING AVE,Single-Space,FLAT,$1.50,2HR,"(34.085361, -118.376221)"
HO114,1600 SCHRADER BLVD,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.10039, -118.332407)"
C1126,3300 HOOVER ST,Single-Space,FLAT,$1.50,2HR,"(34.02404, -118.283694)"
WU275,601 BIXEL ST,Single-Space,FLAT,$1.50,1HR,"(34.05291, -118.263038)"
WS191,10901 OHIO AVE,Single-Space,FLAT,$1.50,30MIN,"(34.053972, -118.441014)"
C947,3700 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.020293, -118.291401)"
SV486,6000 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.097933, -118.320911)"
LP298,3401 43RD PL,Single-Space,FLAT,$1.50,2HR,"(34.004322, -118.332093)"
CT559,700 NEW HIGH ST,Single-Space,FLAT,$1.00,4HR,"(34.061225, -118.237986)"
WV116,1000 GAYLEY AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.061672, -118.44758)"
SH26,1100 VINE ST,Single-Space,FLAT,$1.50,2HR,"(34.091992, -118.326512)"
CT575,701 NEW HIGH ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.060457, -118.238518)"
WH188A,21701 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.168463, -118.601503)"
C981,3500 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.023475, -118.291405)"
PR688,5900 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.052121, -118.370379)"
BF37,401 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.078946, -118.361554)"
CB2379,1200 SAN PEDRO ST,Single-Space,FLAT,$1.00,2HR,"(34.033042, -118.253679)"
HW312,1701 KINGSLEY DR,Single-Space,FLAT,$1.50,1HR,"(34.102137, -118.303575)"
WA978A,2100 JAMES M. WOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.053493, -118.27922)"
CC783,201 FREMONT AVE,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.059468, -118.251828)"
MM489,300 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.067607, -118.343902)"
AE122,600 2ND ST,Single-Space,FLAT,$1.50,2HR,"(34.047104, -118.236759)"
CT390,800 NORTH SPRING ST,Single-Space,TOD,$2.00 - $4.00,2HR,"(34.062572, -118.236505)"
WU1305,1001 8TH ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.049423, -118.263986)"
GA10,3201 GLENDALE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.118475, -118.260634)"
TZ401,5501 BECKFORD AVE,Single-Space,FLAT,$1.50,1HR,"(34.17228, -118.551279)"
PR63,1101 ROBERTSON BLVD,Single-Space,FLAT,$1.50,2HR,"(34.05658, -118.383795)"
SW75,5401 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090873, -118.307709)"
HW589,5101 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098224, -118.302817)"
WF47,8201 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.07255, -118.36837)"
LM365,600 ALTA VISTA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.083316, -118.347383)"
WB410,1800 HOPE ST,Single-Space,FLAT,$1.00,4HR,"(34.0346, -118.268767)"
ER75,2101 CHICKASAW AVE,Single-Space,FLAT,$1.50,1HR,"(34.13701, -118.214231)"
CT411,200 ALPINE ST,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.061973, -118.237441)"
SV315,6200 SUNSET BLVD,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.097901, -118.325862)"
WP100,400 WASHINGTON BLVD,Single-Space,TOD,$0.50 - $1.00,2HR,"(33.981314, -118.462856)"
VW1188,2701 6TH ST,Single-Space,FLAT,$1.50,4HR,"(34.063068, -118.28256)"
C33A,1400 29TH ST,Single-Space,FLAT,$1.50,1HR,"(34.028617, -118.291873)"
RS10,2800 ROBERTSON BLVD,Single-Space,FLAT,$1.50,1HR,"(34.036162, -118.388869)"
CP272,7101 OWENSMOUTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.19939, -118.601669)"
GA57,3201 GLENDALE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.118167, -118.260825)"
SS316,1500 GRANVILLE AVE,Single-Space,FLAT,$1.50,2HR,"(34.042543, -118.457793)"
PB155,5601 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.050146, -118.360647)"
PC11,4101 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.047748, -118.324986)"
HW306,5101 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.101843, -118.302935)"
C110,3501 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.02362, -118.291681)"
CT108,201 ALPINE ST,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.062256, -118.237889)"
VN1226,14500 CALVERT ST,Single-Space,FLAT,$1.50,2HR,"(34.181606, -118.450381)"
CC841,400 FIGUEROA ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.06006, -118.247795)"
WV495,10801 LE CONTE AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.06378, -118.443645)"
AE144,200 HEWITT ST,Single-Space,FLAT,$1.50,2HR,"(34.046432, -118.23605)"
VN1011,6450 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.188019, -118.44857)"
VS295,5101 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098226, -118.301314)"
SS213,11701 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.043059, -118.45792)"
ED664E,900 CROCKER ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.035477, -118.249801)"
WN118,900 AVALON BLVD,Single-Space,FLAT,$1.50,2HR,"(33.782334, -118.262517)"
CB1348A,1200 HOPE ST,Single-Space,FLAT,$1.00,4HR,"(34.04028, -118.264768)"
BH367,2401 1ST ST,Single-Space,FLAT,$1.50,1HR,"(34.043516, -118.209129)"
WA1193,2200 WILSHIRE BLVD,Single-Space,FLAT,$1.50,4HR,"(34.059041, -118.277412)"
WH18,19801 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172427, -118.565404)"
BF328,8001 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083868, -118.364214)"
PR224A,8600 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.054205, -118.381293)"
PB384,5000 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.04777, -118.347737)"
BH147,2000 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.50,1HR,"(34.04879, -118.212448)"
ED306,1100 12TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.030633, -118.246491)"
C573,3201 FIGUEROA ST,Single-Space,FLAT,$1.50,1HR,"(34.022593, -118.279715)"
WA594,601 PARK VIEW ST,Single-Space,FLAT,$1.50,2HR,"(34.060056, -118.279375)"
CP22,21501 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.201138, -118.599935)"
CB1332,1201 GRAND AVE,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.039442, -118.264082)"
SL297,3301 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.087424, -118.275641)"
WS743,1701 KELTON AVE,Single-Space,FLAT,$1.50,2HR,"(34.049426, -118.439354)"
WW2339,1200 KINGSLEY DR,Single-Space,FLAT,$1.50,2HR,"(34.047418, -118.303037)"
CB441,1300 LOS ANGELES ST,Single-Space,FLAT,$1.00,2HR,"(34.035465, -118.259442)"
SV411A,1200 VINE ST,Single-Space,FLAT,$1.00,2HR,"(34.093114, -118.326517)"
V170,101 MARKET ST,Single-Space,TOD,$0.50 - $2.00,1HR,"(33.988839, -118.472005)"
CT593,1001 NORTH BROADWAY,Single-Space,FLAT,$1.00,2HR,"(34.06724, -118.235598)"
PR664,6000 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.05268, -118.373287)"
CS66,5400 CRENSHAW BLVD,Single-Space,FLAT,$1.50,2HR,"(33.991317, -118.330557)"
CB3298,401 9TH ST,Single-Space,TOD,$1.00 - $2.00,4HR,"(34.044347, -118.259014)"
CB2645,700 SAN PEDRO ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.040101, -118.247258)"
WB91,2001 BROADWAY,Single-Space,FLAT,$1.50,4HR,"(34.03014, -118.266747)"
ED557,701 9TH ST,Single-Space,FLAT,$1.00,4HR,"(34.036002, -118.248773)"
SH131,1101 HIGHLAND AVE,Single-Space,FLAT,$1.50,2HR,"(34.09214, -118.338731)"
CB3070,300 4TH ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.046037, -118.24374)"
VW766,3401 6TH ST,Single-Space,FLAT,$1.50,2HR,"(34.063675, -118.296307)"
WW907,601 KINGSLEY DR,Single-Space,FLAT,$1.50,4HR,"(34.063357, -118.302929)"
LH41,2600 NORTH BROADWAY,Single-Space,FLAT,$1.50,1HR,"(34.073557, -118.2146)"
BF239,7601 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083782, -118.356627)"
CB1085,601 9TH ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.045538, -118.260892)"
YO68A,5000 YORK BLVD,Single-Space,FLAT,$1.50,15MIN,"(34.121141, -118.205559)"
VW1479,3200 4TH ST,Single-Space,FLAT,$1.50,2HR,"(34.066888, -118.290603)"
VS27,1200 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.094873, -118.291631)"
SA186,1900 RESERVOIR ST,Single-Space,FLAT,$1.50,2HR,"(34.078425, -118.261375)"
WA705,650 RAMPART BLVD,Single-Space,FLAT,$1.50,1HR,"(34.060174, -118.282726)"
66136,6417 HOLLYWOOD BLVD,Multi-Space,TOD,$1.00 - $3.00,2HR,"(34.101685, -118.330456)"
SV679,1300 LA BREA AVE,Single-Space,FLAT,$1.00,2HR,"(34.09501, -118.343973)"
CP76,7200 VASSAR AVE,Single-Space,FLAT,$1.50,2HR,"(34.201349, -118.604328)"
ED536,600 CENTRAL AVE,Single-Space,FLAT,$1.00,4HR,"(34.037031, -118.240807)"
VN1095,14400 KITTRIDGE ST,Single-Space,FLAT,$1.50,2HR,"(34.190625, -118.448253)"
WA456,1801 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.053798, -118.275222)"
PR323,1100 CARDIFF AVE,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.05569, -118.391751)"
CT289,900 HILL ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.066086, -118.237777)"
WW1161,3501 6TH ST,Single-Space,FLAT,$1.50,2HR,"(34.063653, -118.299956)"
C68,1201 JEFFERSON BLVD,Single-Space,FLAT,$1.50,4HR,"(34.025592, -118.292199)"
WW1160,3501 6TH ST,Single-Space,FLAT,$1.50,2HR,"(34.063654, -118.299863)"
HP249,6101 FIGUEROA ST,Single-Space,FLAT,$1.50,2HR,"(34.115236, -118.184744)"
WF31B,101 KILKEA DR,Single-Space,FLAT,$1.50,2HR,"(34.072498, -118.366933)"
WA1565,1501 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.044079, -118.275451)"
C1064,600 ADAMS BLVD,Single-Space,FLAT,$1.50,4HR,"(34.029067, -118.278261)"
WN291,601 AVALON BLVD,Single-Space,FLAT,$1.50,2HR,"(33.777738, -118.262361)"
WU881,900 BEACON AVE,Single-Space,FLAT,$1.50,2HR,"(34.050066, -118.275065)"
WW110,100 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.071378, -118.309029)"
LC281,8101 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076179, -118.367481)"
CB3536,300 15TH ST,Single-Space,FLAT,$1.00,4HR,"(34.032889, -118.259648)"
R145,18500 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.201019, -118.537139)"
SL16,2700 HYPERION AVE,Single-Space,FLAT,$1.50,2HR,"(34.107307, -118.272003)"
BF12,601 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.082252, -118.361574)"
SA34,1801 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.077854, -118.259579)"
WU364,600 BURLINGTON AVE,Single-Space,FLAT,$1.50,2HR,"(34.056599, -118.272301)"
WW1166,3601 6TH ST,Single-Space,FLAT,$1.50,2HR,"(34.063646, -118.301179)"
BH56,2301 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.50,1HR,"(34.047088, -118.20821)"
CB635,400 OLYMPIC BLVD,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.037751, -118.25341)"
56436,10910 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.049169, -118.438323)"
SP464,600 PALOS VERDES ST,Single-Space,FLAT,$1.50,2HR,"(33.738058, -118.281287)"
SH296,1000 LAS PALMAS AVE,Single-Space,FLAT,$1.50,4HR,"(34.090502, -118.336212)"
VN1212,14500 DELANO ST,Single-Space,FLAT,$1.50,2HR,"(34.182598, -118.449705)"
P213,801 ALMA REAL DR,Single-Space,FLAT,$1.00,2HR,"(34.04501, -118.525157)"
CC933,851 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00,4HR,"(34.062358, -118.245765)"
WV478,1001 HILGARD AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.06044, -118.442218)"
CB3319,301 9TH ST,Single-Space,TOD,$1.00 - $4.00,4HR,"(34.043222, -118.257302)"
W160,9601 VICKSBURG AVE,Single-Space,FLAT,$1.50,2HR,"(33.947693, -118.393999)"
CC803,900 DIAMOND ST,Single-Space,TOD,$1.00 - $2.00,15MIN,"(34.058707, -118.252284)"
LM597,7100 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076061, -118.345636)"
TZ108,18500 CLARK ST,Single-Space,FLAT,$1.50,1HR,"(34.170313, -118.536487)"
PR513,6100 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.052861, -118.37424)"
CB3927F,800 CECILIA ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.039673, -118.251762)"
WU699,1700 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.052911, -118.27367)"
WA1675,1200 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.04793, -118.282112)"
TZ168,18700 BURBANK BLVD,Single-Space,FLAT,$1.50,2HR,"(34.171771, -118.542523)"
ED35,501 CERES AVE,Single-Space,FLAT,$1.00,4HR,"(34.040239, -118.241077)"
61224,222 MAIN ST,Multi-Space,TOD,$0.50 - $1.50,1HR,"(33.997318, -118.478767)"
WU72,501 BIXEL ST,Single-Space,FLAT,$1.50,1HR,"(34.054709, -118.261668)"
P159,15201 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.046501, -118.524608)"
WW715,600 KENMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.062891, -118.296555)"
LC28,800 LA CIENEGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.085856, -118.376349)"
CB1788,1100 SANTEE ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.036769, -118.256862)"
MM256,600 RIDGELEY DR,Single-Space,FLAT,$1.50,2HR,"(34.062797, -118.350318)"
PM135,10101 VENICE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.022021, -118.401444)"
LM148,700 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.084058, -118.343933)"
BH331,2500 1ST ST,Single-Space,FLAT,$1.50,1HR,"(34.042866, -118.208073)"
R82,7201 RESEDA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.20269, -118.536174)"
CC1122,200 GRAND AVE,Single-Space,TOD,$3.00 - $5.00,2HR,"(34.053882, -118.250276)"
WV299,10801 LINDBROOK DR,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.059794, -118.444328)"
P128,15200 LA CRUZ DR,Single-Space,FLAT,$1.00,1HR,"(34.045471, -118.525501)"
BW64,11600 CHAYOTE ST,Single-Space,FLAT,$2.50,1HR,"(34.065431, -118.469548)"
VW1015,3500 3RD ST,Single-Space,FLAT,$1.50,1HR,"(34.068956, -118.291985)"
VW996,3600 3RD ST,Single-Space,FLAT,$1.50,1HR,"(34.068946, -118.294767)"
SL411,3000 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.083775, -118.274184)"
SH197,1001 ORANGE DR,Single-Space,FLAT,$1.50,1HR,"(34.09023, -118.341682)"
LM494,7301 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076253, -118.349246)"
PC86,4500 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048461, -118.334326)"
HO514B,6300 YUCCA ST,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.103738, -118.327621)"
VW591,600 WESTMORELAND AVE,Single-Space,FLAT,$1.50,1HR,"(34.06301, -118.288349)"
C543,2801 FIGUEROA ST,Single-Space,FLAT,$1.50,1HR,"(34.025902, -118.277601)"
CB207,1300 GRAND AVE,Single-Space,FLAT,$1.00,4HR,"(34.037586, -118.265024)"
CB3001,201 4TH ST,Single-Space,TOD,$1.50 - $5.00,2HR,"(34.049116, -118.24863)"
R474,6800 RESEDA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.195036, -118.535913)"
WSV121,1101 AMHERST AVE,Single-Space,FLAT,$1.50,2HR,"(34.043656, -118.468659)"
SV190,6700 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.097876, -118.337165)"
ER58,2200 COLORADO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.139252, -118.21563)"
MM551,501 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.065277, -118.34414)"
HW488,5500 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.101641, -118.310314)"
WU403,601 UNION AVE,Single-Space,FLAT,$1.50,2HR,"(34.055165, -118.270427)"
VW640,3300 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.06167, -118.29611)"
WP78B,3101 VIA DOLCE,Single-Space,TOD,$0.50 - $1.50,2HR,"(33.980568, -118.463212)"
PR530A,1200 LA CIENEGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.053989, -118.376025)"
CT176,901 NORTH BROADWAY,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.066446, -118.2362)"
MV183,3801 GRAND VIEW BLVD,Single-Space,FLAT,$1.50,2HR,"(34.004054, -118.430704)"
WV313,10800 KINROSS AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.060709, -118.445022)"
WU1326,1700 JAMES M. WOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.051606, -118.275044)"
SH136,1101 HIGHLAND AVE,Single-Space,FLAT,$1.50,2HR,"(34.091609, -118.338727)"
HW276,5001 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.10185, -118.299021)"
RA158,8500 3RD ST,Single-Space,FLAT,$2.50,2HR,"(34.0735, -118.379275)"
MM225,600 DUNSMUIR AVE,Single-Space,FLAT,$1.50,2HR,"(34.062764, -118.348205)"
AE635,700 JACKSON ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.050908, -118.232284)"
HW605,5401 FERNWOOD AVE,Single-Space,FLAT,$1.50,2HR,"(34.095621, -118.30871)"
TZ312,19600 VENTURA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.172547, -118.56148)"
WB684,2001 LOS ANGELES ST,Single-Space,FLAT,$1.00,4HR,"(34.028682, -118.264862)"
BW70,11600 CHAYOTE ST,Single-Space,FLAT,$2.50,1HR,"(34.065694, -118.469226)"
SH234,1001 HIGHLAND AVE,Single-Space,FLAT,$1.50,1HR,"(34.089687, -118.338719)"
SS409,1500 SAWTELLE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048208, -118.449816)"
LH232,2201 NORTH BROADWAY,Single-Space,FLAT,$1.50,1HR,"(34.073724, -118.217141)"
P112,15200 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.046502, -118.524882)"
WB50,1801 MAIN ST,Single-Space,FLAT,$1.00,4HR,"(34.032072, -118.26396)"
82718,21 WASHINGTON BLVD,Multi-Space,TOD,$1.00 - $3.00,2HR,"(33.979428, -118.466332)"
CB2320,601 PICO BLVD,Single-Space,FLAT,$1.00,4HR,"(34.033277, -118.254778)"
WF195,8300 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.07266, -118.370706)"
CT323,501 COLLEGE ST,Single-Space,FLAT,$1.00,4HR,"(34.064829, -118.239657)"
CB1061,1100 BROADWAY,Single-Space,TOD,$1.00 - $3.00,4HR,"(34.039039, -118.259383)"
WU936,1400 OLYMPIC BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048203, -118.272248)"
CB1951B,200 14TH ST,Single-Space,FLAT,$1.00,2HR,"(34.034465, -118.259803)"
MD90,2000 MARENGO ST,Single-Space,FLAT,$1.50,2HR,"(34.05678, -118.208024)"
BF200,700 GARDNER ST,Single-Space,FLAT,$1.50,2HR,"(34.084028, -118.353178)"
CB3854,300 14TH ST,Single-Space,TOD,$2.00 - $3.00,4HR,"(34.036873, -118.26494)"
CB2203,801 SAN JULIAN ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.039109, -118.250095)"
GA205,3901 BOYCE AVE,Single-Space,FLAT,$1.50,2HR,"(34.12528, -118.264417)"
SW546,5101 MARATHON ST,Single-Space,FLAT,$1.50,2HR,"(34.08495, -118.309873)"
CB606,301 11TH ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.03731, -118.255306)"
P151,15101 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.045433, -118.523306)"
CB3816A,301 5TH ST,Single-Space,TOD,$6.00 - $7.00,2HR,"(34.04525, -118.246208)"
SG34,7551 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098139, -118.354486)"
OF94,5800 OLYMPIC BLVD,Single-Space,FLAT,$1.50,2HR,"(34.057412, -118.359687)"
CB3513,101 14TH PL,Single-Space,FLAT,$1.00,4HR,"(34.036564, -118.262332)"
OF60,5801 SAN VICENTE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.055977, -118.359541)"
CB3246,501 8TH ST,Single-Space,TOD,$1.00 - $3.00,4HR,"(34.045696, -118.25756)"
56488,10768 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.050523, -118.433928)"
SV788,1201 HIGHLAND AVE,Single-Space,FLAT,$1.00,2HR,"(34.092859, -118.338736)"
WW1994,3651 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.06182, -118.305015)"
SG387,1401 POINSETTIA PL,Single-Space,FLAT,$1.50,2HR,"(34.09772, -118.348403)"
UC217,3601 REGAL PL,Single-Space,FLAT,$1.50,1HR,"(34.134589, -118.361329)"
RA151,8600 3RD ST,Single-Space,FLAT,$2.50,2HR,"(34.073502, -118.380305)"
VW1711,1301 MENLO AVE,Single-Space,FLAT,$1.50,2HR,"(34.046924, -118.290515)"
GA117,3500 GARDEN AVE,Single-Space,FLAT,$1.50,2HR,"(34.117331, -118.261016)"
SVV383,701 NEW HAMPSHIRE AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.085553, -118.292866)"
WA321,2100 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.055092, -118.278501)"
VW217A,3001 7TH ST,Single-Space,FLAT,$1.50,2HR,"(34.059864, -118.289391)"
L211,600 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.081872, -118.323542)"
WW1163,3501 6TH ST,Single-Space,FLAT,$1.50,2HR,"(34.063652, -118.300108)"
WV451,1001 TIVERTON AVE,Single-Space,TOD,$0.50 - $2.00,2HR,"(34.061806, -118.442983)"
CB3823,801 SANTEE ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.040283, -118.253149)"
MM665,5401 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.062398, -118.34689)"
WW2564,4200 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076207, -118.301381)"
WA146,600 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.05811, -118.275656)"
52170,1141 JEFFERSON BLVD,Multi-Space,FLAT,$1.50,4HR,"(34.025597, -118.290043)"
CC1413,100 2ND ST,Single-Space,TOD,$2.00 - $7.00,2HR,"(34.051345, -118.245165)"
WS313,10800 MISSISSIPPI AVE,Single-Space,FLAT,$1.50,2HR,"(34.045491, -118.432437)"
WH198,21801 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.168556, -118.603458)"
CB3405,100 11TH ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.039277, -118.258556)"
CB399,1401 LOS ANGELES ST,Single-Space,FLAT,$1.00,2HR,"(34.034355, -118.260576)"
SS72,11501 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.045522, -118.452263)"
SVV407,700 HELIOTROPE DR,Single-Space,FLAT,$1.50,4HR,"(34.085245, -118.294868)"
WF552,450 SAN VICENTE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.069394, -118.375033)"
WA1357,300 GRAND VIEW ST,Single-Space,FLAT,$1.50,2HR,"(34.063227, -118.275093)"
WA1437,1900 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.046482, -118.281207)"
CB1046,1201 MAIN ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.037039, -118.25994)"
BW139,11700 BARRINGTON CT,Single-Space,FLAT,$2.50,1HR,"(34.064522, -118.469563)"
TZ488,18700 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.170801, -118.541318)"
HO253,6501 SELMA AVE,Single-Space,TOD,$1.00 - $4.00,2HR-30MIN,"(34.099827, -118.331349)"
SP552,600 PACIFIC AVE,Single-Space,FLAT,$1.50,2HR,"(33.738162, -118.287814)"
W41,9800 VICKSBURG AVE,Single-Space,FLAT,$1.50,2HR,"(33.946995, -118.393853)"
WA1717,200 LAKE ST,Single-Space,FLAT,$1.50,2HR,"(34.064599, -118.272915)"
CB4227,1000 WALL ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.036706, -118.253888)"
LT289,401 3RD ST,Single-Space,FLAT,$1.00,2HR,"(34.04665, -118.240706)"
P80,15300 ANTIOCH ST,Single-Space,FLAT,$1.00,2HR,"(34.047054, -118.526892)"
CB1776,200 12TH ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.036486, -118.257733)"
WA6,700 ALVARADO ST,Single-Space,FLAT,$1.50,2HR,"(34.055489, -118.277326)"
SP667,400 6TH ST,Single-Space,FLAT,$1.50,2HR,"(33.738816, -118.286081)"
CB3770,1601 LOS ANGELES ST,Single-Space,TOD,$1.00 - $2.00,4HR,"(34.032603, -118.261994)"
VW1780,1301 HOOVER ST,Single-Space,FLAT,$1.50,1HR,"(34.047024, -118.284349)"
